93927,93184,1244
181098,180466,1496
181098,182666,705
181098,183324,1237
261317,99434,1453
261317,264803,1689
277907,115959,1793
277907,118202,562
368040,206065,1438
368040,210147,1259
444628,128685,1531
444628,285158,659
444628,286649,1048
529665,213588,1672
622280,120393,1381
622280,308741,851
622280,309691,1292
646849,144925,1437
646849,148307,1164
719700,71316,1517
719700,219493,892
797755,149137,1698
797755,152770,1979
891594,243116,1541
891594,245414,987
891594,246248,948
976905,157266,1422
997506,177524,1409
997506,179681,508
997506,180769,1888
1086677,266764,1488
1086677,270996,1598
1141841,210792,1492
1141841,324734,805
1166656,235658,1545
1166656,239869,1505
1236257,165547,1384
1236257,307627,638
1236257,309740,1259
1335064,66651,1271
1366025,97350,1683
1366025,99956,560
1366025,101171,1631
1423930,155223,1528
1423930,159175,1656
1498509,229843,1388
1498509,231848,887
1534367,193453,1219
1534367,269887,1535
1591430,136417,1019
1591430,252921,513
1591430,254065,1957
1667601,60128,1503
1684888,77485,1156
1684888,79908,932
1684888,81089,1038
1757524,150066,1304
1757524,153073,705
1802377,104374,1491
1802377,197335,558
1853258,53642,1513
1853258,158416,1760
1900237,100460,1586
1900237,102836,733
1900237,104648,858
1921290,121504,1652
1987820,188275,1546
1987820,190109,826
1987820,192241,904
2079425,95743,1692
2079425,283453,1290
2166890,183469,1501
2166890,186030,927
2258440,274890,1679
2258440,279199,1912
2275355,257182,1750
2275355,294533,908
2275355,295706,1082
2332342,314139,1559
2384523,366275,1679
2384523,368817,766
2384523,369713,1076
2405660,344452,1363
2405660,391931,1010
2494068,432899,1548
2494068,435243,640
2554331,493132,1330
2554331,496253,1676
2651655,394957,1598
2651655,592328,861
2651655,593897,1130
2705998,449298,1576
2750427,493632,1490
2750427,496031,901
2750427,497541,1555
2817863,561026,1533
2817863,565401,952
2854041,524218,1509
2854041,599817,682
2951821,426362,1461
2951821,626282,1658
2978108,400093,1195
2978108,454662,847
2978108,457220,664
3077211,499284,1389
3110762,464985,1281
3110762,534834,847
3110762,537307,1947
3150204,504229,1652
3150204,509157,1922
3231849,586306,1357
3231849,588225,866
3254607,608904,1236
3254607,613164,833
3317495,545030,1758
3317495,674194,583
3317495,675889,1320
3364656,592617,1147
3429280,656905,1545
3429280,658883,780
3429280,661322,1303
3500620,728353,1746
3500620,732453,1457
3546286,682042,1415
3546286,776763,976
3595900,632117,1560
3595900,734559,994
3661894,566237,1815
3661894,700834,799
3661894,702771,1543
3721142,625471,1805
3736272,640931,1462
3736272,643371,819
3736272,645141,710
3755026,621316,1380
3755026,663521,1971
3823333,553080,1301
3823333,691959,817
3884029,492466,1337
3884029,616804,1933
3978969,587408,1470
3978969,589706,938
3978969,591685,1674
4072932,681205,1722
4111431,719608,1604
4111431,722194,939
4111431,723537,1452
4128106,701937,1785
4128106,740669,1926
4218488,792477,1535
4218488,795298,957
4279678,853547,1879
4279678,857639,1986
4378762,952672,1772
4378762,955299,505
4378762,956582,1588
4395757,934731,1780
4489684,1028911,1244
4489684,1030801,786
4489684,1032161,1327
4543623,1083039,1183
4543623,1086123,1589
4554767,1071326,1408
4554767,1095877,875
4589669,1036353,1575
4589669,1110558,615
4637706,1084449,1552
4637706,1087007,911
4637706,1088224,958
4681844,1039762,1068
4740418,1098369,1025
4740418,1100816,777
4740418,1102321,1932
4766379,1124293,1130
4766379,1128635,1128
4824939,1182761,1462
4824939,1185154,667
4911808,1095035,1659
4911808,1274058,723
4929841,1113164,1599
4929841,1115047,558
4929841,1117205,990
4945552,1128929,1374
4991427,1174812,1415
4991427,1177056,500
4991427,1179428,1733
5086974,1078453,1417
5086974,1274055,1238
5144812,1136477,1147
5144812,1138793,761
5223273,1057474,1067
5223273,1218771,914
5255112,1089008,1576
5255112,1091468,545
5255112,1092883,812
5353983,1187869,1727
5450660,1090623,1328
5450660,1286464,535
5450660,1289267,607
5466638,1106247,1632
5466638,1109548,1661
5506405,1146256,1641
5506405,1148592,549
5582301,1069682,1336
5582301,1226591,738
5665920,1153312,1448
5665920,1155900,504
5665920,1157925,626
5741374,1228650,1700
5756606,1212610,1648
5756606,1246214,553
5756606,1248450,1881
5841546,1297759,1564
5841546,1302168,1732
5865641,1321948,1347
5865641,1324410,939
5938010,1394068,1391
5938010,1397148,1098
5954432,1376751,1546
5954432,1412669,954
5954432,1413993,520
6031893,1299641,1388
6114802,1382141,1551
6114802,1384647,635
6114802,1386488,913
6139943,1407643,1589
6139943,1410802,724
6178817,1446115,1881
6178817,1448267,668
6236369,1387898,1497
6236369,1508030,1203
6283638,1340393,1486
6283638,1437612,879
6283638,1438134,578
6334920,1289293,1713
6418733,1372870,1663
6418733,1375564,816
6418733,1377378,738
6516174,1470269,1677
6516174,1473687,1858
6553540,1432325,1264
6553540,1510413,987
6602671,1383264,1410
6602671,1485258,1204
6644821,1425385,1407
6644821,1426925,718
6644821,1429247,785
6736785,1332598,1770
6762086,1358096,1525
6762086,1360071,892
6762086,1361988,1952
6823340,1419086,1843
6823340,1422287,1119
6891874,1487933,1538
6891874,1489842,664
6985186,1393835,1470
6985186,1585114,1132
7028488,1437080,1614
7028488,1439803,690
7028488,1440490,984
7098607,1507189,1599
7137069,1468041,1308
7137069,1548452,879
7137069,1549294,1752
7179618,1510602,1367
7179618,1514894,700
7190027,1521031,1368
7190027,1522723,994
7228602,1481565,1529
7228602,1563354,952
7312989,1565874,1725
7312989,1567997,604
7312989,1570222,616
7366028,1619275,1490
7433656,1686553,1511
7433656,1688718,515
7433656,1689950,1396
7465323,1654357,1086
7465323,1722954,1739
7502323,1616977,1839
7502323,1692959,855
7591812,1706662,1230
7591812,1709898,1434
7682470,1797264,1349
7682470,1799798,902
7682470,1801830,573
7695132,1783610,1817
7791264,1879926,1720
7791264,1882360,734
7791264,1884366,834
7824341,1913202,1319
7824341,1917785,1859
7834883,1901701,1724
7834883,1925591,986
7884103,1951035,1747
7884103,1955222,1362
7961756,2028631,1853
7961756,2030751,878
7961756,2032926,1592
8056092,1932296,2749
